"","cue","coverage","H","unknown","xR2","xR3","N"
"9377","scientist",89.9653979238754,4.55077206128515,1,2,4,300
"9378","Scientology",72.5978647686833,3.99452883995702,1,5,6,300
"9379","scissor",91.3533834586466,3.62107801936719,0,11,12,300
"9380","scissors",91.0958904109589,3.38019097328775,0,2,4,300
"9381","scold",86.5724381625442,4.15313951105621,2,3,5,300
"9382","scoop",91.6967509025271,3.7410932146613,3,4,6,300
"9383","scooter",83.0449826989619,4.38834773894095,1,0,8,300
"9384","scope",82.1678321678322,4.58725442956516,1,5,1,300
"9385","score",87.3720136518771,4.45775612078298,0,1,5,300
"9386","scorn",81.5686274509804,4.69032095876507,7,7,10,300
"9387","scorpion",90.4436860068259,3.78985151821539,0,1,5,300
"9388","scotch",93.0795847750865,3.63740431318605,1,3,2,300
"9389","Scotland",67.8929765886288,4.33721237014147,0,0,1,300
"9390","scoundrel",77.5193798449613,4.46493799772031,7,7,7,300
"9391","scour",91.703056768559,3.45157779068651,16,6,11,300
"9392","scout",90.3571428571429,4.13719176638141,3,2,7,300
"9393","scouts",70.6293706293706,4.43962259886505,1,2,7,300
"9394","scowl",89.84375,3.63126978852155,9,3,11,300
"9395","scrabble",93.7062937062937,3.41522910724827,2,0,8,300
"9396","scramble",91.5194346289753,3.89398038020043,1,4,6,300
"9397","scrambled",83.6431226765799,3.57432115285081,2,6,13,300
"9398","scrap",90.3114186851211,3.94412100215485,2,0,5,300
"9399","scrape",89.568345323741,4.3441647958311,5,1,5,300
"9400","scraper",87.1900826446281,4.26850269990538,10,9,10,300
"9401","scratch",94.0972222222222,4.11435480282314,2,1,4,300
"9402","scratchy",92.831541218638,3.71469069622511,3,1,10,300
"9403","scrawny",82.1969696969697,3.64714012788748,8,4,4,300
"9404","scream",95.5017301038062,4.02112445837635,0,3,5,300
"9405","screaming",88.8111888111888,4.13354180331084,1,2,7,300
"9406","screech",79.5698924731183,3.99528525038045,2,2,11,300
"9407","screen",90,4.31204991674538,2,0,4,300
"9408","screw",94.3859649122807,3.93549766286157,0,3,9,300
"9409","screwdriver",90.7216494845361,3.81904727312135,0,2,5,300
"9410","screws",78.5211267605634,4.01728662150366,1,3,7,300
"9411","scribble",88.3636363636364,3.7729168735239,5,2,6,300
"9412","scribe",82.8671328671329,4.28103703126623,1,2,7,300
"9413","script",85.4671280276817,4.31504416731949,1,2,4,300
"9414","scroll",85.0694444444444,4.10867168531734,0,3,6,300
"9415","scrub",91.1032028469751,3.9947482137732,4,1,5,300
"9416","scrubs",76.3636363636364,4.03583914839246,6,2,3,300
"9417","scrumptious",90.8474576271186,3.21055933970559,1,0,2,300
"9418","scrutinize",89.7810218978102,4.1890020662239,5,1,9,300
"9419","scuba",92.6056338028169,3.44749390706068,2,3,4,300
"9420","sculpture",87.719298245614,3.9439135808665,3,1,4,300
"9421","scum",86.1111111111111,4.44534631499545,2,1,4,300
"9422","scumbag",77.536231884058,4.51184749314268,3,3,9,300
"9423","scythe",87.6146788990826,3.78926313279952,20,9,4,300
"9424","sea",93,3.86787151196724,0,0,0,300
"9425","seafood",87.7551020408163,3.57709926047762,0,1,4,300
"9426","seagull",91.9191919191919,3.7726024522637,0,0,3,300
"9427","seahorse",83.5766423357664,4.22608627111424,1,8,7,300
"9428","seal",84.083044982699,4.55004149216136,0,2,7,300
"9429","seam",91.6058394160584,4.21272255210896,4,3,8,300
"9430","seaman",87.5432525951557,3.81144444117603,1,2,4,300
"9431","seamstress",85.1851851851852,3.82099578644844,3,7,7,300
"9432","search",93.6619718309859,3.6550444954461,1,3,7,300
"9433","search engine",72.4907063197026,3.0597882891553,1,10,8,300
"9434","searching",88.1720430107527,3.81248894608731,0,8,5,300
"9435","searing",90.9774436090226,3.551021722613,7,3,7,300
"9436","seashell",79.3918918918919,4.02532072444398,0,1,2,300
"9437","seashore",84.2281879194631,3.56630703142683,0,0,2,300
"9438","seaside",90.2684563758389,3.67489887429266,0,0,2,300
"9439","season",94.1580756013746,3.46691945957183,0,3,3,300
"9440","seasonal",86.8131868131868,4.22615197482636,2,6,9,300
"9441","seasoning",94.8096885813149,3.7787150856867,0,2,7,300
"9442","seasons",92.9292929292929,3.1486084405628,0,1,1,300
"9443","seat",90.625,3.86066344258027,0,2,8,300
"9444","seatbelt",91.8918918918919,3.28534199792713,0,1,2,300
"9445","seating",82.8671328671329,4.22882338303402,3,1,3,300
"9446","Seattle",81.5331010452962,3.92066808048341,0,2,9,300
"9447","seaweed",88.1756756756757,3.85809443628127,1,0,1,300
"9448","secluded",88.8111888111888,4.13787907668304,2,1,6,300
"9449","second",87.4564459930314,3.82131519940662,0,2,9,300
"9450","secondary",77.2563176895307,3.88922119973225,3,2,10,300
"9451","seconds",83.7370242214533,3.46521386917718,1,2,4,300
"9452","secret",88.8888888888889,4.39315095238549,2,3,9,300
"9453","secretary",87.4576271186441,4.33886444952568,0,2,1,300
"9454","secretive",89.6797153024911,4.27638032688021,1,2,12,300
"9455","secrets",85.0174216027875,4.47879579316767,0,4,5,300
"9456","sect",86.4,3.68743500132011,5,11,13,300
"9457","section",89.5833333333333,4.17823287781181,0,2,8,300
"9458","sector",93.6842105263158,4.15492223613045,0,3,9,300
"9459","secure",87.7133105802048,3.90740954558455,0,0,7,300
"9460","security",89.4915254237288,4.21374321686256,0,0,5,300
"9461","sedate",87.4524714828897,3.94939237742101,3,9,10,300
"9462","sedative",87.9310344827586,3.90053993915403,0,3,4,300
"9463","seduce",90.5923344947735,4.3422059090267,1,1,8,300
"9464","seduction",87.1428571428571,4.55172794269161,0,8,4,300
"9465","seductive",84.192439862543,4.24593031870275,0,1,7,300
"9466","see",97.6271186440678,3.86659751106816,0,1,3,300
"9467","seed",95.2702702702703,3.81218122179867,0,0,4,300
"9468","seeds",91.8367346938776,4.09297375100843,0,0,6,300
"9469","seedy",81.7460317460317,4.78214781014625,8,8,8,300
"9470","seeing",90.7142857142857,4.02148678415062,1,3,11,300
"9471","seek",93.1972789115646,3.29636517453582,0,0,6,300
"9472","seeker",80.9688581314879,4.14881868095749,0,2,7,300
"9473","seeking",87.4564459930314,3.32602177035302,0,2,9,300
"9474","seem",87.6447876447876,4.12102471333132,3,7,18,300
"9475","seen",80.7971014492754,4.05564149976846,0,10,4,300
"9476","seep",91.4179104477612,3.80068023597213,5,3,11,300
"9477","seesaw",81.2260536398467,3.6631454113184,8,4,7,300
"9478","see through",90.1098901098901,3.51212394939903,1,8,8,300
"9479","segment",93.1407942238267,3.8569615297884,1,6,8,300
"9480","segregate",87.7777777777778,3.76887870196641,2,6,12,300
"9481","segregation",77.3851590106007,4.24505391937879,3,2,4,300
"9482","seize",86.7132867132867,4.00538043329965,1,4,3,300
"9483","seldom",92.3954372623574,3.65194176074583,5,7,8,300
"9484","select",91.044776119403,3.63152951677087,5,1,15,300
"9485","selection",89.6057347670251,4.09814027889301,1,6,6,300
"9486","selective",86.4963503649635,4.12794743797779,4,4,6,300
"9487","self",90.4593639575972,3.98008309182684,0,5,7,300
"9488","selfish",89.4736842105263,4.61396365455138,4,6,10,300
"9489","selfless",92.8301886792453,4.32252173642812,6,6,5,300
"9490","sell",86.6666666666667,4.01093586886783,1,0,12,300
"9491","seller",86.5979381443299,3.9979995079882,1,1,4,300
"9492","selling",86.0294117647059,4.31934398311546,1,9,7,300
"9493","semen",84.2657342657343,3.78184217058751,2,2,4,300
"9494","semester",87.2852233676976,3.77076254528858,2,0,3,300
"9495","semi",77.7385159010601,3.7353860368424,0,5,7,300
"9496","seminar",92.9328621908127,4.19781450010116,2,2,7,300
"9497","senate",86.6197183098592,4.11106950774665,0,2,12,300
"9498","senator",80,4.33517383675382,3,2,7,300
"9499","send",93.75,3.67308053666786,1,0,9,300
"9500","sender",88.9733840304182,3.54286663342161,2,10,11,300
"9501","sending",80.8118081180812,3.90260516405188,2,6,11,300
"9502","senile",89.198606271777,3.49617334690065,1,2,6,300
"9503","senior",91.4089347079038,4.05483185993839,0,1,7,300
"9504","sensation",92,3.88472345318546,4,2,9,300
"9505","sense",95.5631399317406,3.87150727332487,0,1,5,300
"9506","senses",89.7610921501707,3.47380668128092,1,1,2,300
"9507","sensibility",87.0588235294118,4.32605686712071,4,8,17,300
"9508","sensible",86.4285714285714,4.45503250360313,1,3,11,300
"9509","sensitive",94.3462897526502,4.44888991804672,3,2,4,300
"9510","sensory",90.2097902097902,4.263650883388,1,1,9,300
"9511","sensual",92.280701754386,4.0070729126769,4,0,3,300
"9512","sensuous",92.9515418502203,4.19042782552593,17,8,6,300
"9513","sentence",91.6955017301038,4.01537887034783,2,0,5,300
"9514","sentences",82.9787234042553,3.97020637332982,1,3,9,300
"9515","sentient",88.646288209607,3.88638015718763,21,2,4,300
"9516","sentimental",86.8965517241379,4.54303577110795,0,2,6,300
"9517","sentry",88.7931034482759,3.898607507261,19,3,5,300
"9518","separate",83.6805555555556,4.02817690078119,1,2,5,300
"9519","separation",88.7323943661972,4.08826567123219,2,0,10,300
"9520","sequence",86.5724381625442,4.32411531522083,1,4,6,300
"9521","serendipity",82.1739130434783,4.63282400955677,17,5,9,300
"9522","serene",93.4707903780069,3.43994260106541,1,0,6,300
"9523","serenity",86.5454545454545,3.62716647353899,6,1,5,300
"9524","sergeant",88.3802816901408,3.91141272284352,3,1,5,300
"9525","serial",82.9861111111111,3.60748064970778,1,0,9,300
"9526","series",78.494623655914,4.35312101859392,1,3,12,300
"9527","serious",84.9462365591398,4.7875417078859,1,6,6,300
"9528","seriously",75.4789272030651,4.88625239729663,5,7,10,300
"9529","sermon",85.1590106007067,3.61447291548685,4,1,3,300
"9530","serpent",83.3898305084746,3.60200265821047,0,2,1,300
"9531","servant",87.8892733564014,3.92780705615893,1,0,8,300
"9532","serve",92.6829268292683,4.22380311605588,1,2,6,300
"9533","server",92.6573426573427,3.66328626668805,1,1,9,300
"9534","service",91.3793103448276,4.6654989010517,0,2,6,300
"9535","services",76.6283524904215,4.76973381718068,1,12,12,300
"9536","serving",89.9305555555556,4.37405372263164,1,2,5,300
"9537","sesame",92.9824561403509,2.96447606191325,1,2,8,300
"9538","session",90.3846153846154,4.44308886540857,3,6,19,300
"9539","set",89.9653979238754,4.4504232202618,1,1,6,300
"9540","setback",82.1576763485477,4.61357214224106,6,13,15,300
"9541","setting",93.0909090909091,4.18594215865992,5,2,6,300
"9542","settle",82.9710144927536,4.48923128938715,3,3,9,300
"9543","settlement",80.6020066889632,4.61279868700979,0,0,1,300
"9544","set up",86.6906474820144,4.6540208211167,1,3,13,300
"9545","seven",82.4561403508772,3.90958686547471,0,3,9,300
"9546","seventies",75.2650176678445,4.29729979046471,0,4,9,300
"9547","several",91.8439716312057,3.48977845437215,0,2,14,300
"9548","severe",92.9577464788732,4.12746703038228,2,2,6,300
"9549","severity",77.6859504132231,4.31595720858629,6,10,20,300
"9550","sew",93.6619718309859,3.94262638638577,1,3,7,300
"9551","sewage",88.6524822695035,4.22021662673061,4,1,4,300
"9552","sewer",90.8163265306122,4.12569147442237,1,0,3,300
"9553","sewing",87.1621621621622,3.67351284675427,0,1,2,300
"9554","sewing machine",83.6298932384342,4.21030388537305,0,4,11,300
"9555","sex",92.6573426573427,3.93009078479128,3,1,3,300
"9556","sexism",76.3636363636364,4.27826259888721,0,7,11,300
"9557","sexist",79.6934865900383,4.33065842724709,0,11,17,300
"9558","sexual",91.4285714285714,4.62403934533071,3,3,5,300
"9559","sexuality",86.4583333333333,4.50725637109087,0,2,8,300
"9560","sexy",92.4460431654676,4.43406241957026,2,5,6,300
"9561","shabby",78.7313432835821,4.41538725680984,6,5,4,300
"9562","shack",82.9268292682927,4.22045830868109,2,2,3,300
"9563","shackle",82.5622775800712,3.97722685363365,1,4,8,300
"9564","shade",94.8979591836735,3.83996217901955,1,0,3,300
"9565","shades",81.9548872180451,3.75352208616801,1,11,9,300
"9566","shadow",92.7586206896552,4.22493326573093,2,0,4,300
"9567","shadowy",90.2097902097902,4.12047341695781,1,3,5,300
"9568","shady",91.2457912457912,4.18172545374057,1,0,0,300
"9569","shaft",88.3636363636364,4.40470893367387,3,3,10,300
"9570","shag",88.2575757575758,3.34825200071451,8,3,6,300
"9571","shaggy",81.0035842293907,3.50739607036497,4,1,7,300
"9572","shake",88.6925795053003,4.10013822389047,3,3,2,300
"9573","shaken",68.3823529411765,4.0642233477154,0,10,8,300
"9574","shaker",83.0769230769231,4.01612056576548,2,12,10,300
"9575","Shakespeare",72.5694444444444,4.13491061765141,0,3,6,300
"9576","shaking",66.6666666666667,4.37544349555759,0,5,8,300
"9577","shaky",80.5054151624549,4.49432697758031,2,5,7,300
"9578","shall",82.4626865671642,3.78862225747533,3,4,15,300
"9579","shallow",89.8245614035088,4.03347115711765,1,1,10,300
"9580","sham",83.6,4.03797532565443,7,8,13,300
"9581","shaman",72.9166666666667,4.39267025569792,2,2,2,300
"9582","shame",90.234375,4.50539639352228,4,9,14,300
"9583","shameful",86.1003861003861,4.52334763233751,0,14,13,300
"9584","shampoo",95.9731543624161,3.25799132762017,0,0,2,300
"9585","shamrock",90.0826446280992,2.87767059154631,16,2,6,300
"9586","shanty",91.0071942446043,3.63702612440054,2,5,6,300
"9587","shape",88.4615384615385,3.85195144831678,1,2,7,300
"9588","shaped",63.5036496350365,4.27443774186332,0,9,8,300
"9589","shapes",73.943661971831,3.91494401773861,0,4,8,300
"9590","shard",90.983606557377,3.45781777703105,15,4,3,300
"9591","share",87.8472222222222,4.56535435239064,0,2,8,300
"9592","shares",73.9285714285714,4.34375118933035,4,1,6,300
"9593","sharing",91.2587412587413,4.29559095406625,2,1,6,300
"9594","shark",91.9732441471572,3.69276456116808,0,0,1,300
"9595","sharp",95.8333333333333,3.74105100009669,1,1,7,300
"9596","sharpen",93.7282229965157,3.53324248656042,1,3,4,300
"9597","sharpie",90.8396946564885,3.25572643778166,4,8,10,300
"9598","shatter",93.9189189189189,3.38924221706858,0,0,4,300
"9599","shave",91.8088737201365,3.8793577088347,0,2,3,300
"9600","shaving",91.6376306620209,3.70356228728448,2,1,5,300
"9601","shawl",91.9540229885057,4.09749519321256,9,3,6,300
"9602","she",92.7335640138408,3.35348340753387,1,3,2,300
"9603","shears",87.6923076923077,3.4973506089499,9,4,5,300
"9604","shed",88.7719298245614,4.32847318439699,2,1,7,300
"9605","sheen",85.4166666666667,3.63352439802818,8,13,10,300
"9606","sheep",84.641638225256,3.84437156191438,0,1,5,300
"9607","sheer",84.6153846153846,4.34623916621066,7,4,11,300
"9608","sheet",92.8082191780822,3.41022680812786,0,1,6,300
"9609","sheets",91.958041958042,3.44969886279742,2,2,4,300
"9610","shelf",92.5795053003534,4.03366846606212,2,1,9,300
"9611","shell",88.5521885521886,4.26155760371475,0,0,3,300
"9612","shellfish",87.8472222222222,3.8345839523098,3,1,1,300
"9613","shells",80.5755395683453,3.90409630429874,0,7,8,300
"9614","shelter",93.4027777777778,3.97376708550474,0,2,8,300
"9615","sheltered",84.6153846153846,4.29846707060169,0,3,8,300
"9616","shelves",81.5972222222222,3.91172074977832,0,0,12,300
"9617","shepherd",88.9261744966443,3.48883896775888,0,0,2,300
"9618","sheriff",87.3287671232877,3.71866372351873,2,0,2,300
"9619","Sherlock",50.3571428571429,3.1347692195122,1,5,7,300
"9620","sherry",86.6412213740458,3.68026550559929,4,11,4,300
"9621","shield",90.8450704225352,3.87984303103402,0,3,10,300
"9622","shift",91.1864406779661,3.96406100731415,0,1,3,300
"9623","shifty",89.051094890511,4.16084049632703,2,2,16,300
"9624","shimmer",91.2408759124088,4.03227262316754,6,2,4,300
"9625","shin",88.8475836431227,3.29382520096459,5,5,6,300
"9626","shine",92.8082191780822,3.79110686949904,0,1,6,300
"9627","shingle",88.1422924901186,3.79308651340416,12,3,5,300
"9628","shingles",81.9672131147541,3.78954850123468,14,2,10,300
"9629","shining",88.3561643835616,4.0043454500442,0,1,6,300
"9630","shiny",92.7586206896552,4.49348995493681,1,1,5,300
"9631","ship",91.5254237288136,4.08650933921772,0,0,5,300
"9632","shipment",88.3802816901408,4.0323885415437,1,3,7,300
"9633","shipping",78.7162162162162,4.46837567873882,0,1,2,300
"9634","ships",80.6122448979592,4.03524664315999,1,0,3,300
"9635","shipwreck",85.8657243816254,4.13322396270773,2,3,5,300
"9636","shirt",89.5104895104895,4.12031379176368,1,1,9,300
"9637","shit",88.8501742160279,4.25766205411653,1,1,8,300
"9638","shitty",91.7857142857143,4.34578305602223,2,2,10,300
"9639","shiver",89.5104895104895,3.32931813149634,2,0,8,300
"9640","shock",88.9655172413793,4.20497184760316,0,2,6,300
"9641","shocked",68.7719298245614,4.19322185331786,0,2,11,300
"9642","shocking",86.6425992779783,4.46408992111086,0,5,13,300
"9643","shoddy",74.3589743589744,4.21020542626978,15,7,7,300
"9644","shoe",87.9310344827586,3.98895863928384,0,1,8,300
"9645","shoelace",87.5,3.64819805702878,2,1,4,300
"9646","shoemaker",80.7272727272727,3.99815097341736,1,9,4,300
"9647","shoes",90,4.06947100246666,2,0,4,300
"9648","shoot",90.8163265306122,4.0118950217035,0,1,4,300
"9649","shooter",84.0277777777778,4.22327458706067,2,2,2,300
"9650","shooting",89.041095890411,4.18551347283559,0,2,4,300
"9651","shop",90.4593639575972,4.01536919254938,1,2,10,300
"9652","shopper",89.6551724137931,4.42994552754236,1,1,5,300
"9653","shopping",90.3780068728522,4.17106451854582,0,2,5,300
"9654","shops",75.177304964539,4.17887324104075,0,4,10,300
"9655","shore",89.8305084745763,3.2546628962087,0,0,5,300
"9656","short",89.8989898989899,4.01064953107561,0,0,3,300
"9657","shortage",90.7801418439716,4.27095337535412,1,3,9,300
"9658","shortbread",90.8088235294118,3.67364253369831,6,2,6,300
"9659","shortcake",93.6802973977695,3.69322211373249,6,3,7,300
"9660","shorten",89.0909090909091,4.20661764673905,2,5,9,300
"9661","shorter",83.6653386454183,4.12968623471035,3,12,16,300
"9662","shorts",80.9688581314879,4.05737313964672,0,3,5,300
"9663","shot",94.8275862068966,4.0619281709376,0,2,6,300
"9664","shotgun",86.0627177700349,4.34532606930765,0,4,5,300
"9665","shots",83.4558823529412,4.03512015505669,1,6,13,300
"9666","should",90.2097902097902,3.8019151481911,1,2,7,300
"9667","shoulder",89.198606271777,4.23376951866709,0,3,7,300
"9668","shoulders",90.0343642611684,4.05270384399324,1,2,2,300
"9669","shout",90.2527075812274,3.6065331713485,4,2,7,300
"9670","shouting",93.1506849315068,3.59320022971254,0,1,6,300
"9671","shove",96.7032967032967,3.56689021206204,4,3,9,300
"9672","shovel",96.9178082191781,3.61957387814018,1,0,5,300
"9673","show",92.4657534246575,4.21759591526486,2,0,2,300
"9674","shower",97.979797979798,3.67007435204168,0,1,1,300
"9675","showers",90.7849829351536,3.78345888822357,0,0,7,300
"9676","show off",78.988326848249,4.62279607441189,3,10,14,300
"9677","show up",86.4341085271318,3.95017949389248,0,12,18,300
"9678","showy",84.2696629213483,4.46292064257478,2,8,11,300
"9679","shred",90.8396946564885,3.72428223517494,4,8,10,300
"9680","shriek",89.5306859205776,3.66320944517149,4,3,5,300
"9681","shrill",76.4285714285714,4.03838068990624,4,1,6,300
